species_id, time, biomass
3,0.7000000000000001,0.7599287406238006
4,0.7000000000000001,0.44799673318131294
5,0.7000000000000001,0.8107791786853393
6,0.7000000000000001,0.8802195797091885
7,0.7000000000000001,0.45799118890402035
8,0.7000000000000001,0.14270053114793899
9,0.7000000000000001,0.38001585812613814
10,0.7000000000000001,0.8812384289387282
11,0.7000000000000001,0.8402315866885994
12,0.7000000000000001,0.5622687861802743
13,0.7000000000000001,0.6069559454111324
14,0.7000000000000001,0.883479304938515
15,0.7000000000000001,0.8769181794174697
1,0.8,0.8810961884759638
2,0.8,0.17024397354042103
3,0.8,0.7382196354079036
4,0.8,0.451795718848669
5,0.8,0.801657866030099
6,0.8,0.867030193582361
7,0.8,0.4189233354764599
8,0.8,0.1508641732592058
9,0.8,0.40761720225090614
10,0.8,0.8685307203878402
11,0.8,0.8564573976429639
12,0.8,0.527202922869821
13,0.8,0.613287856848927
14,0.8,0.8709673983521902
15,0.8,0.8633471752954069
1,0.9,0.8705927706343043
2,0.9,0.16686776856476204
3,0.9,0.7187637926096396
4,0.9,0.4552730235895054
5,0.9,0.793861906046097
6,0.9,0.8551286725573181
7,0.9,0.3856914245417761
8,0.9,0.15852408349556635
9,0.9,0.43350100024123817
10,0.9,0.8571541494379632
11,0.9,0.8719917276597828
12,0.9,0.49684123579125283
13,0.9,0.6194757122040215
14,0.9,0.859757864530136
15,0.9,0.8510936415201736
1,1.0,0.8611289824531463
2,1.0,0.16366182952628516
3,1.0,0.7013213459992641
4,1.0,0.45845418880066735
5,1.0,0.7872107889838545
6,1.0,0.8443587581956912
7,1.0,0.35709300642103114
8,1.0,0.16570891911855837
9,1.0,0.4577660884916553
10,1.0,0.8469421095897188
11,1.0,0.8868629566515664
12,1.0,0.4702796904021463
13,1.0,0.6254856587343367
14,1.0,0.8496887702632169
15,1.0,0.8399974436466283
1,1.1,0.8525830247129925
2,1.1,0.16065709926876698
3,1.1,0.6856815993140203
4,1.1,0.46136236084200527
5,1.1,0.7815528249935766
6,1.1,0.8345880716790236
7,1.1,0.3322379920447611
8,1.1,0.1724460911101562
9,1.1,0.4805081699170165
10,1.1,0.8377535388719566
11,1.1,0.9010983609879217
12,1.1,0.44683940557359414
13,1.1,0.631296980017435
14,1.1,0.8406228441940033
15,1.1,0.829923103239748
1,1.2000000000000002,0.8448504920359243
2,1.2000000000000002,0.157864862532445
3,1.2000000000000002,0.6716582895440472
4,1.2000000000000002,0.4640185509701004
5,1.2000000000000002,0.7767592335027851
6,1.2000000000000002,0.825703710129029
7,1.2000000000000002,0.3104523332143321
8,1.2000000000000002,0.1787617517381187
9,1.2000000000000002,0.5018191109949476
10,1.2000000000000002,0.8294682022957183
11,1.2000000000000002,0.9147241659090031
12,1.2000000000000002,0.42599924442085246
13,1.2000000000000002,0.6368981008778408
14,1.2000000000000002,0.8324429507274679
15,1.2000000000000002,0.8207552165133342
1,1.3,0.8378413732482223
2,1.3,0.155284047221927
3,1.3,0.6590858774238901
4,1.3,0.4664418642790058
5,1.3,0.7727197294140535
6,1.3,0.8176087751859283
7,1.3,0.2912155403008471
8,1.3,0.1846807987699517
9,1.3,0.521786552689279
10,1.3,0.8219829878634742
11,1.3,0.9277655889477112
12,1.3,0.40735140351681415
13,1.3,0.6422837710591219
14,1.3,0.8250485309623512
15,1.3,0.8123948469951962
1,1.4000000000000001,0.831477657064707
2,1.4000000000000001,0.1529061752797848
3,1.4000000000000001,0.6478166216255701
4,1.4000000000000001,0.46864970147492296
5,1.4000000000000001,0.7693391738051958
6,1.4000000000000001,0.8102196141991179
7,1.4000000000000001,0.27411887344971353
8,1.4000000000000001,0.19022689150034758
9,1.4000000000000001,0.5404937260980234
10,1.4000000000000001,0.815208970247588
11,1.4000000000000001,0.9402468775558208
12,1.4000000000000001,0.39057135775136637
13,1.4000000000000001,0.6474530826338748
14,1.4000000000000001,0.8183527772085959
15,1.4000000000000001,0.8047566626099096
1,1.5,0.8256914044496637
2,1.5,0.15071866515324575
3,1.5,0.6377182419472027
4,1.5,0.4706579369756103
5,1.5,0.7665349927581893
6,1.5,0.8034636109108036
7,1.5,0.25883660379665013
8,1.5,0.19542247543140642
9,1.5,0.5580194037778636
10,1.5,0.8090690622436272
11,1.5,0.9521913430038711
12,1.5,0.3753970241711019
13,1.5,0.6524080767960827
14,1.5,0.8122803700223958
15,1.5,0.7977666464857658
1,1.6,0.8204231842686032
2,1.6,0.1487069920503022
3,1.6,0.6286720231970486
4,1.6,0.47248107641084736
5,1.6,0.7642351580831703
6,1.6,0.7972774034275898
7,1.6,0.2451057870700097
8,1.6,0.2002888133808319
9,1.6,0.5744379416972912
10,1.6,0.8034961207807286
11,1.6,0.96362139187726
12,1.6,0.36161399767503116
13,1.6,0.657152767068077
14,1.6,0.8067656508802321
15,1.6,0.7913602535525898
1,1.7000000000000002,0.8156207943016027
2,1.7000000000000002,0.14685606542257118
3,1.7000000000000002,0.6205712496942537
4,1.7000000000000002,0.4741323961847033
5,1.7000000000000002,0.7623765844436892
6,1.7000000000000002,0.7916054371041644
7,1.7000000000000002,0.23271172810384955
8,1.7000000000000002,0.2048460213582677
9,1.7000000000000002,0.589819381640626
10,1.7000000000000002,0.7984314077311913
11,1.7000000000000002,0.974558555997726
12,1.7000000000000002,0.34904487789693256
13,1.7000000000000002,0.6616924563923855
14,1.7000000000000002,0.8017511353422175
15,1.7000000000000002,0.7854809162198024
1,1.8,0.811238208287088
2,1.8,0.14515107609228026
3,1.8,0.6133198898804083
4,1.8,0.4756240673789216
5,1.8,0.7609038389860362
6,1.8,0.7863987818951498
7,1.8,0.2214773392850086
8,1.8,0.20911310791825286
9,1.8,0.604229593390474
10,1.8,0.7938233300441266
11,1.8,0.9850235212762142
12,1.8,0.33754141054608405
13,1.8,0.6660332612694564
14,1.8,0.7971862946165464
15,1.8,0.78007882539986
1,1.9000000000000001,0.8072347034026475
2,1.9000000000000001,0.14357798870286445
3,1.9000000000000001,0.6068314726604068
4,1.9000000000000001,0.4769672659429789
5,1.9000000000000001,0.759768088478115
6,1.9000000000000001,0.7816141600019183
7,1.9000000000000001,0.2112552192307711
8,1.9000000000000001,0.21310801595640882
9,1.9000000000000001,0.6177304422674312
10,1.9000000000000001,0.7896264015519301
11,1.9000000000000001,0.9950361557934865
12,1.9000000000000001,0.3269786023276692
13,1.9000000000000001,0.6701817814256907
14,1.9000000000000001,0.7930265503886434
15,1.9000000000000001,0.7751099301946421
1,2.0,0.8035741328413618
2,2.0,0.14212380076403539
3,2.0,0.6010281132982891
4,2.0,0.4781722708324825
5,2.0,0.758926229292098
6,2.0,0.7772131418217999
7,2.0,0.20192166758043298
8,2.0,0.21684766610812062
9,2.0,0.6303799718256637
10,2.0,0.7858003820200785
11,2.0,1.004615537270818
12,2.0,0.31725024465591084
13,2.0,0.6741448714994726
14,2.0,0.789232440370404
15,2.0,0.7705351123306133
1,2.1,0.8002243158660486
2,2.1,0.14077665130404016
3,2.1,0.5958396583918709
4,2.1,0.47924855152000906
5,2.1,0.7583401600065953
6,2.1,0.7731614774070042
7,2.1,0.1933721012758893
8,2.1,0.22034800106011576
9,2.1,0.6422325944201929
10,2.1,0.7823095589152391
11,2.1,1.013779980009244
12,2.1,0.30826545988729226
13,2.1,0.6779294840395752
14,2.1,0.7857689214696091
15,2.1,0.7663195010727448
1,2.2,0.7971565235952764
2,2.2,0.13952583542328933
3,2.2,0.5912029277988874
4,2.2,0.480204846105288
5,2.2,0.7579761667478044
6,2.2,0.7694285376484776
7,2.2,0.18551750101269954
8,2.2,0.22362403020831598
9,2.2,0.6533392844219792
10,2.2,0.7791221448543073
11,2.2,1.022547061324975
12,2.2,0.2999460013914976
13,2.2,0.6815425622125567
14,2.2,0.7826047846283722
15,2.2,0.7624319016930674
1,2.3000000000000003,0.7943450432757506
2,2.3000000000000003,0.13836176250130225
3,2.3000000000000003,0.5870610372934553
4,2.3000000000000003,0.4810492310882094
5,2.3000000000000003,0.7578043988503123
6,2.3000000000000003,0.7659868447810837
7,2.3000000000000003,0.17828162557969493
8,2.3000000000000003,0.22668987419784767
9,2.3000000000000003,0.6637477703392985
10,2.3000000000000003,0.7762097694061139
11,2.3000000000000003,1.0309336474792956
12,2.3000000000000003,0.292224117572046
13,2.3000000000000003,0.6849909670714732
14,2.3000000000000003,0.779712160836598
15,2.3000000000000003,0.7588443162095814
1,2.4000000000000004,0.7917668072728933
2,2.4000000000000004,0.13727588302344207
3,2.4000000000000004,0.5833627898816991
4,2.4000000000000004,0.4817891837322609
5,2.4000000000000004,0.757798417835451
6,2.4000000000000004,0.7628116759695907
7,2.4000000000000004,0.17159880593951476
8,2.4000000000000004,0.2295588089678172
9,2.4000000000000004,0.6735027231872104
10,2.4000000000000004,0.7735470483055846
11,2.4000000000000004,1.0389559190857904
12,2.4000000000000004,0.28504084359425763
13,2.4000000000000004,0.6882814288029335
14,2.4000000000000004,0.7770661020255005
15,2.4000000000000004,0.7555315394733775
1,2.5,0.7894010757178007
2,2.5,0.13626060024016384
3,2.5,0.5800621266088276
4,2.5,0.4824316378322527
5,2.5,0.757934806664178
6,2.5,0.759880726978074
7,2.5,0.1654121821532383
8,2.5,0.2322433089973785
9,2.5,0.6826459392482617
10,2.5,0.7711112165382581
11,2.5,1.0466293959710107
12,2.5,0.2783446216544123
13,2.5,0.6914205145851243
14,2.5,0.7746442238015184
15,2.5,0.7524708170787494
1,2.6,0.7872291638698624
2,2.6,0.13530917692734898
3,2.6,0.5771176297184997
4,2.6,0.4829830336040894
5,2.6,0.7581928291352688
6,2.6,0.7571738254679737
7,2.6,0.15967228223157934
8,2.6,0.23475508951279664
9,2.6,0.6912165159654851
10,2.6,0.7688818144032744
11,2.6,1.0539689614632797
12,2.6,0.2720901766175957
13,2.6,0.6944146079453006
14,2.6,0.7724263995224224
15,2.6,0.7496415542329341
1,2.7,0.7852342069276782
2,2.7,0.13441564352013163
3,2.7,0.5744920724463648
4,2.7,0.4834493623323162
5,2.7,0.7585541314610027
6,2.7,0.754672685475202
7,2.7,0.15433586761499785
8,2.7,0.23710514746915642
9,2.7,0.6992510201571217
10,2.7,0.7668404177437047
11,2.7,1.0609888860860366
12,2.7,0.26623759232713545
13,2.7,0.6972698960809212
14,2.7,0.7703944972147967
15,2.7,0.7470250668198947
1,2.8000000000000003,0.7834009563492609
2,2.8000000000000003,0.13357471123953926
3,2.8000000000000003,0.5721520107330723
4,2.8000000000000003,0.48383620634041946
5,2.8000000000000003,0.7590024796700384
6,2.8000000000000003,0.7523606962065478
7,2.8000000000000003,0.149364988470404
8,2.8000000000000003,0.23930380116628164
9,2.8000000000000003,0.7067836480791883
10,2.8000000000000003,0.7649704051770937
11,2.8000000000000003,1.0677028506354989
12,2.8000000000000003,0.26075154719469296
13,2.8000000000000003,0.6999923627043154
14,2.8000000000000003,0.7685321524117456
15,2.8000000000000003,0.744604367554459
1,2.9000000000000004,0.7817156028032006
2,2.9000000000000004,0.13278169209829735
3,2.9000000000000004,0.570067412860987
4,2.9000000000000004,0.4841487747872507
5,2.9000000000000004,0.7595235277097654
6,2.9000000000000004,0.7502227395624755
7,2.9000000000000004,0.14472620549411594
8,2.9000000000000004,0.24136072839731804
9,2.9000000000000004,0.7138463771142014
10,2.9000000000000004,0.7632567564658006
11,2.9000000000000004,1.0741239686265696
12,2.9000000000000004,0.2556006773858552
13,2.9000000000000004,0.7025877847293864
14,2.9000000000000004,0.7668245712464453
15,2.9000000000000004,0.7423639814460349
1,3.0,0.7801656217241718
2,3.0,0.13203242656475708
3,3.0,0.5682113235456161
4,3.0,0.48439193573884376
5,3.0,0.7601046120547412
6,3.0,0.7482450318075576
7,3.0,0.14038994488590886
8,3.0,0.24328500306116363
9,3.0,0.7204691090520289
10,3.0,0.7616858772112518
11,3.0,1.080264808095274
12,3.0,0.25075704308264907
13,3.0,0.7050617316418809
14,3.0,0.7652583591426855
15,3.0,0.7402897858488622
1,3.1,0.7787396381336876
2,3.1,0.13132321897792748
3,3.1,0.566559559410502
4,3.1,0.4845702449170603
5,3.1,0.7607345693504077
6,3.1,0.7464149856251158
7,3.1,0.13632996060730762
8,3.1,0.24508513019727454
9,3.1,0.7266798050668579
10,3.1,0.7602454458956852
11,3.1,1.0861374127502428
12,3.1,0.2461956786583096
13,3.1,0.7074195667539623
14,3.1,0.7638213712523836
15,3.1,0.7383688712249844
1,3.2,0.7774273079448076
2,3.2,0.13065078040123282
3,3.2,0.565090433085773
4,3.2,0.48468797148397846
5,3.2,0.7614035741871794
6,3.2,0.7447210894508226
7,3.2,0.13252288365421488
8,3.2,0.24676907942402565
9,3.2,0.732504612593993
10,3.2,0.7589242799730958
11,3.2,1.0917533224696867
12,3.2,0.24189421164415653
13,3.2,0.7096664497896855
14,3.2,0.7625025814440146
15,3.2,0.7365894194305712
1,3.3000000000000003,0.7762192134242331
2,3.3000000000000003,0.13001217838136048
3,3.3000000000000003,0.5637845034241257
4,3.3000000000000003,0.4847491211829932
5,3.3000000000000003,0.7621029945489695
6,3.3000000000000003,0.7431528015133495
7,3.3000000000000003,0.12894784234920342
8,3.3000000000000003,0.24834431678038454
9,3.3000000000000003,0.737967984380316
10,3.3000000000000003,0.7577122182615865
11,3.3000000000000003,1.097123593143831
12,3.3000000000000003,0.23783253845621538
13,3.3000000000000003,0.7118073404158031
14,3.3000000000000003,0.7612919671772097
15,3.3000000000000003,0.7349405968899075
1,3.4000000000000004,0.7751067708576349
2,3.4000000000000004,0.12940479297572954
3,3.4000000000000004,0.5626243495424644
4,3.4000000000000004,0.4847574571236391
5,3.4000000000000004,0.7628252628410513
6,3.4000000000000004,0.7417004564439172
7,3.4000000000000004,0.12558614094108694
8,3.4000000000000004,0.2498178349857225
9,3.4000000000000004,0.7430927900295297
10,3.4000000000000004,0.7566000173383031
11,3.4000000000000004,1.1022588158658826
12,3.4000000000000004,0.23399254723013263
13,3.4000000000000004,0.7138470024467254
14,3.4000000000000004,0.7601804080324659
15,3.4000000000000004,0.7334124604708424
1,3.5,0.7740821487703909
2,3.5,0.12882627838338084
3,3.5,0.5615943665848485
4,3.5,0.4847165184667045
5,3.5,0.7635637606958359
6,3.5,0.7403551826706392
7,3.5,0.12242098633981104
8,3.5,0.25119618214463585
9,3.5,0.7479004203930516
10,3.5,0.7555792600059481
11,3.5,1.1071691354772648
12,3.5,0.23035787996598583
13,3.5,0.7157900085304078
14,3.5,0.7591595960204858
15,3.5,0.7319958742416169
1,3.6,0.7731381953089472
2,3.6,0.1282745295298905
3,3.6,0.5606805812704969
4,3.6,0.48462963723888935
5,3.6,0.7643127159970526
6,3.6,0.7391088291034962
7,3.6,0.11943725479590823
8,3.6,0.2524854889331276
9,3.6,0.7524108851737679
10,3.6,0.7546422742025022
11,3.6,1.1118642684751285
12,3.6,0.22691372763940476
13,3.6,0.7176407451751794
14,3.6,0.7582219560884471
15,3.6,0.7306824355882111
1,3.7,0.7722683735978781
2,3.7,0.12774765299777507
3,3.7,0.5598704854441905
4,3.7,0.4844999534817371
5,3.7,0.7650671107643224
6,3.7,0.7379538998540357
7,3.7,0.1166212918898668
8,3.7,0.2536914943097925
9,3.7,0.7566429041160737
10,3.7,0.753782060975797
11,3.7,1.1163535202920365
12,3.7,0.22364665308685067
13,3.7,0.7194034180140658
14,3.7,0.7573605754825717
15,3.7,0.7294644094166871
1,3.8000000000000003,0.7714667040624454
2,3.8000000000000003,0.1272439417472015
3,3.8000000000000003,0.5591528859884335
4,3.8000000000000003,0.4843304289175566
5,3.8000000000000003,0.7658225987096514
6,3.8000000000000003,0.7368834959303104
7,3.8000000000000003,0.1139607404271722
8,3.8000000000000003,0.2548195698011017
9,3.8000000000000003,0.7606139921542807
10,3.8000000000000003,0.752992230351962
11,3.8000000000000003,1.1206458019592858
12,3.8000000000000003,0.22054443739107038
13,3.8000000000000003,0.7210820572284559
14,3.8000000000000003,0.7565691408272861
15,3.8000000000000003,0.7283346693668126
1,3.9000000000000004,0.7707277128524714
2,3.9000000000000004,0.12676185312970786
3,3.9000000000000004,0.5585177695889791
4,3.9000000000000004,0.4841238592952951
5,3.9000000000000004,0.766575431421343
6,3.9000000000000004,0.7358912630100322
7,3.9000000000000004,0.11144439181379652
8,3.9000000000000004,0.2558747424137961
9,3.9000000000000004,0.7643405388845756
10,3.9000000000000004,0.7522669440994291
11,3.9000000000000004,1.1247496461665911
12,3.9000000000000004,0.21759594622999953
13,3.9000000000000004,0.7226805230707235
14,3.9000000000000004,0.7558418819486811
15,3.9000000000000004,0.727286645129772
1,4.0,0.7700463856258029
2,4.0,0.12629998975525378
3,4.0,0.5579561809688456
4,4.0,0.4838828855616022
5,4.0,0.7673223922540474
6,4.0,0.7349713445297126
7,4.0,0.10906205727052379
8,4.0,0.25686171623002513
9,4.0,0.7678378827148515
10,4.0,0.7516008645344667
11,4.0,1.1286732227318665
12,4.0,0.21479101324819094
13,4.0,0.7242025114381129
14,4.0,0.7551735216099743
15,4.0,0.7263142751006274
1,4.1000000000000005,0.7694181260527079
2,4.1000000000000005,0.12585708282747707
3,4.1000000000000005,0.5574601133214093
4,4.1000000000000005,0.4836100039864419
5,4.1000000000000005,0.768060737109884
6,4.1000000000000005,0.7341183394397712
7,4.1000000000000005,0.10680445587522726
8,4.1000000000000005,0.2577848927424403
9,4.1000000000000005,0.7711203800331301
10,4.1000000000000005,0.750989108635227
11,4.1000000000000005,1.1324243534956153
12,4.1000000000000005,0.21212033799419505
13,4.1000000000000005,0.7256515594595008
14,4.1000000000000005,0.7545592304441694
15,4.1000000000000005,0.7254119637106645
1,4.2,0.7688387184895832
2,4.2,0.12543197761209213
3,4.2,0.5570224097809804
4,4.2,0.48330757535838065
5,4.2,0.7687881413876775
6,4.2,0.7333272640692852
7,4.2,0.10466311693257539
8,4.2,0.25864838998715495
9,4.2,0.7742014697199036
10,4.2,0.7504272068331184
11,4.2,1.1360105266550324
12,4.2,0.2095753963632367
13,4.2,0.7270310510636694
14,4.2,0.7539945864680443
15,4.2,0.7245745428801325
1,4.3,0.7683042943440795
2,4.3,0.12502362074832285
3,4.3,0.5566366748697543
4,4.3,0.48297783335194433
5,4.3,0.7695026524576417
6,4.3,0.7325935176225407
7,4.3,0.10263029458568179
8,4.3,0.2594560605324817
9,4.3,0.7770937333132728
10,4.3,0.7499110659363026
11,4.3,1.1394389105533358
12,4.3,0.20714836180981583
13,4.3,0.7283442225031779
14,4.3,0.7534755386451927
15,4.3,0.7237972371115853
1,4.4,0.7678113017164239
2,4.4,0.12463104915303662
3,4.4,0.556297194953463
4,4.4,0.4826228921580465
5,4.4,0.7702026470891445
6,4.4,0.731912850895504
7,4.4,0.10069889292334121
8,4.4,0.2602115083807963
9,4.4,0.7798089511188064
10,4.4,0.7494369357129531
11,4.4,1.1427163669401248
12,4.4,0.20483203586337898
13,4.4,0.7295941678123017
14,4.4,0.7529983740366991
15,4.4,0.7230756318108635
1,4.5,0.7673564779551357
2,4.5,0.12425338030205456
3,4.5,0.5559988668246737
4,4.5,0.4822447534583127
5,4.5,0.7708867933209856
6,4.5,0.7312813378559294
7,4.5,0.09886240011484743
8,4.5,0.26091810483986416
9,4.5,0.7823581545390051
10,4.5,0.7490013787238018
11,4.5,1.1458494637187162
12,4.5,0.20261978670285
13,4.5,0.7307838441811189
14,4.5,0.7525596881382766
15,4.5,0.7224056444789614
1,4.6000000000000005,0.7669368248110179
2,4.6000000000000005,0.12388980370333719
3,4.6000000000000005,0.555737133612786
4,4.6000000000000005,0.48184531281503384
5,4.6000000000000005,0.7715540163181067
6,4.6000000000000005,0.7306953497778412
7,4.6000000000000005,0.09711483033384449
8,4.6000000000000005,0.2615790034186092
9,4.6000000000000005,0.7847516748804337
10,4.6000000000000005,0.7486012430462652
11,4.6000000000000005,1.148844487196458
12,4.6000000000000005,0.2005054947311756
13,4.6000000000000005,0.7319160772308765
14,4.6000000000000005,0.7521563580540808
15,4.6000000000000005,0.7217834984654594
1,4.7,0.7665495859124732
2,4.7,0.12353957340284086
3,4.7,0.5555079272936325
4,4.7,0.48142636554037305
5,4.7,0.7722034678068481
6,4.7,0.730151531661017
7,4.7,0.09545067242258647
8,4.7,0.26219715380068104
9,4.7,0.7869991888802005
10,4.7,0.7482336375775449
11,4.7,1.151707453853992
12,4.7,0.19848350424597072
13,4.7,0.7329935661783924
14,4.7,0.7517855182013758
15,4.7,0.7212056990143614
1,4.800000000000001,0.7661922263188906
2,4.800000000000001,0.12320200138627886
3,4.800000000000001,0.5553076171395246
4,4.800000000000001,0.4809896121012179
5,4.800000000000001,0.7728344987235825
6,4.800000000000001,0.7296467807000522
7,4.800000000000001,0.0938648444058
8,4.800000000000001,0.2627753149473594
9,4.800000000000001,0.7891097611776767
10,4.800000000000001,0.7478959096427742
11,4.800000000000001,1.154444121649322
12,4.800000000000001,0.19654858043231366
13,4.800000000000001,0.7340188888795337
14,4.800000000000001,0.7514445382779387
15,4.800000000000001,0.7206690113672835
1,4.9,0.765862413937896
2,4.9,0.12287645175926111
3,4.9,0.5551329635129005
4,4.9,0.48053666310962795
5,4.9,0.7734466347495078
6,4.9,0.729178226596567
7,4.9,0.09235265309497644
8,4.9,0.2633160673793786
9,4.9,0.7910918839422572
10,4.9,0.7475856246675439
11,4.9,1.157060000872381
12,4.9,0.1946958710131376
13,4.9,0.7349945067438182
14,4.9,0.7511310032565408
15,4.9,0.7201704407180124
1,5.0,0.7655580026173916
2,5.0,0.12256233560475312
3,5.0,0.5549810764637869
4,5.0,0.48006904394309324
5,5.0,0.7740395544381584
6,5.0,0.7287432135329479
7,5.0,0.09090975813410525
8,5.0,0.2638218246852082
9,5.0,0.7929535138536272
10,5.0,0.7473005477028217
11,5.0,1.1595603645655692
12,5.0,0.19292087198505006
13,5.0,0.7359227695139511
14,5.0,0.7508426951988441
15,5.0,0.7197072138373047
1,5.1000000000000005,0.7652770167450894
2,5.1000000000000005,0.12225910643087318
3,5.1000000000000005,0.5548493786433863
4,5.1000000000000005,0.4795881990337162
5,5.1000000000000005,0.7746130696722991
6,5.1000000000000005,0.7283392836473456
7,5.1000000000000005,0.08953213993040904
8,5.1000000000000005,0.2642948443012275
9,5.1000000000000005,0.794702106617463
10,5.1000000000000005,0.7470386266150807
11,5.1000000000000005,1.1619502585254748
12,5.1000000000000005,0.19121939694567233
13,5.1000000000000005,0.736805919905666
14,5.1000000000000005,0.7505775767052696
15,5.1000000000000005,0.7192767622081194
1,5.2,0.7650176372071869
2,5.2,0.12196625613407676
3,5.2,0.5547355720936152
4,5.2,0.4790954958608972
5,5.2,0.775167108213746
6,5.2,0.7279641618680396
7,5.2,0.08821607099163253
8,5.2,0.2647372376071127
9,5.2,0.7963446491867469
10,5.2,0.7467979767759576
11,5.2,1.1642345109006993
12,5.2,0.18958754958508178
13,5.2,0.7376460981046105
14,5.2,0.7503337758384153
15,5.2,0.7188767065298273
1,5.300000000000001,0.7647781885743367
2,5.300000000000001,0.12168331141305776
3,5.300000000000001,0.5546376085156413
4,5.300000000000001,0.47859222867807627
5,5.300000000000001,0.7757016981336785
6,5.300000000000001,0.7276157419811831
7,5.300000000000001,0.08695809025737072
8,5.300000000000001,0.2651509793776394
9,5.300000000000001,0.7978876898469354
10,5.300000000000001,0.746576867104457
11,5.300000000000001,1.166417741400384
12,5.300000000000001,0.18802169897059018
13,5.300000000000001,0.7384453461182151
14,5.300000000000001,0.7501095723758722
15,5.300000000000001,0.7185048424657889
1,5.4,0.7645571273974866
2,5.4,0.12140983057748575
3,5.4,0.5545536626597526
4,5.4,0.4780796220005098
5,5.4,0.7762169539325036
6,5.4,0.727292073819732
7,5.4,0.08575498006782947
8,5.4,0.265537916630014
9,5.4,0.7993373663120443
10,5.4,0.7463737073310133
11,5.4,1.1685043701276991
12,5.4,0.18651845730248884
13,5.4,0.739205611981538
14,5.4,0.749903385264231
15,5.4,0.7181591275224245
1,5.5,0.764353031508795
2,5.5,0.12114540070321804
3,5.5,0.5544821085145207
4,5.5,0.4775588338778954
5,5.5,0.7767130641775839
6,5.5,0.7269913514733685
7,5.5,0.08460374546095845
8,5.5,0.26589977690379807
9,5.5,0.800699431968294
10,5.5,0.746187036366959
11,5.5,1.1704986260521946
12,5.5,0.18507465985984398
13,5.5,0.7399287538169833
14,5.5,0.7497137611600024
15,5.5,0.7178376689598313
1,5.6000000000000005,0.7641645902339209
2,5.6000000000000005,0.12088963509206561
3,5.6000000000000005,0.5544214980055056
4,5.6000000000000005,0.47703095897284953
5,5.6000000000000005,0.7771902805044019
6,5.6000000000000005,0.7267119024297045
7,5.6000000000000005,0.08350159552944623
8,5.6000000000000005,0.26623817600848976
9,5.6000000000000005,0.8019792803922468
10,5.6000000000000005,0.7460155116754261
11,5.6000000000000005,1.1724045551345443
12,5.6000000000000005,0.18368734689101965
